System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
15:11:16:640, 114238564686494,   10.268,    0.000, 2200,   2.158,  12.737,   3.538,   1.589,   8.658,   2.405, 28,  0,   1.043,  11.064,   3.073,   0.190,   1.107,   0.308,  65.000, 134.000, 210.000,   0.000,   0.000,  147,   0.000
15:11:16:704, 114238769323957,   10.332,    0.000, 2200,   1.570,  12.838,   3.566,   1.035,   8.724,   2.423, 28,  0,   1.037,  11.130,   3.092,   0.169,   1.118,   0.311,  65.000, 134.000, 210.000,   0.000,   0.000,    2,   0.000
15:11:16:768, 114238973880622,   10.396,    0.000,  900,   1.288,  12.920,   3.589,   0.752,   8.772,   2.437, 28,  0,   1.022,  11.196,   3.110,   0.163,   1.129,   0.313,  65.000, 134.000, 210.000,   0.000,   0.000,    8,   0.000
15:11:16:832, 114239178424594,   10.460,    0.000, 1600,   2.112,  13.056,   3.627,   1.546,   8.871,   2.464, 28,  0,   1.030,  11.262,   3.128,   0.194,   1.141,   0.317,  65.000, 134.000, 210.000,   0.000,   0.000,    2,   0.000
15:11:16:896, 114239382580185,   10.524,    1.000,  900,   1.305,  13.139,   3.650,   0.773,   8.921,   2.478, 28,  0,   1.032,  11.328,   3.147,   0.178,   1.152,   0.320,  65.000, 134.000, 210.000,   0.000,   0.000,    6,   0.813
15:11:16:952, 114239561513770,   10.580,    0.000, 2200,   1.803,  13.240,   3.678,   1.260,   8.991,   2.498, 28,  0,   1.135,  11.391,   3.164,   0.165,   1.162,   0.323,  65.000, 134.000, 210.000,   0.000,   0.000,    9,   1.772
15:11:17:009, 114239742557360,   10.637,    1.000,  800,   0.654,  13.277,   3.688,   0.432,   9.016,   2.504, 28,  0,   1.049,  11.451,   3.181,   0.015,   1.163,   0.323,  65.000, 134.000, 210.000,   0.000,   0.000,    5,   0.000
15:11:17:065, 114239920426328,   10.693,    0.000, 3200,   1.544,  13.363,   3.712,   1.165,   9.081,   2.522, 28,  0,   1.160,  11.515,   3.199,   0.140,   1.170,   0.325,  65.000, 134.000, 210.000,   0.000,   0.000,   38,   2.476
15:11:17:126, 114240117666312,   10.755,    3.000,  800,   1.358,  13.447,   3.735,   0.860,   9.134,   2.537, 28,  0,   1.194,  11.589,   3.219,   0.111,   1.177,   0.327,  65.000, 134.000, 210.000,   0.000,   0.000,   20,   2.864
15:11:17:191, 114240323729987,   10.819,    3.000,  800,   1.190,  13.524,   3.757,   0.692,   9.179,   2.550, 28,  0,   1.172,  11.665,   3.240,   0.048,   1.180,   0.328,  65.000, 134.000, 210.000,   0.000,   0.000,   42,   0.679
15:11:17:268, 114240570953539,   10.897,    0.000, 1800,   1.188,  13.616,   3.782,   0.832,   9.243,   2.567, 28,  0,   1.054,  11.746,   3.263,   0.093,   1.188,   0.330,  65.000, 134.000, 210.000,   0.000,   0.000,    2,   0.000
15:11:17:326, 114240755044787,   10.954,    2.000,  800,   1.330,  13.693,   3.804,   0.794,   9.289,   2.580, 28,  0,   1.028,  11.806,   3.279,   0.179,   1.198,   0.333,  65.000, 134.000, 210.000,   0.000,   0.000,   23,   0.000
15:11:17:405, 114241008491893,   11.034,    1.000,  900,   1.387,  13.803,   3.834,   0.823,   9.354,   2.598, 28,  0,   1.042,  11.888,   3.302,   0.183,   1.212,   0.337,  65.000, 134.000, 210.000,   0.000,   0.000,    8,   0.000
15:11:17:469, 114241212567669,   11.098,    2.000,  900,   1.393,  13.892,   3.859,   0.804,   9.406,   2.613, 28,  0,   1.077,  11.957,   3.321,   0.217,   1.226,   0.341,  65.000, 134.000, 210.000,   0.000,   0.000,   24,   2.267
15:11:17:542, 114241444796873,   11.170,    0.000,  900,   1.251,  13.983,   3.884,   0.719,   9.458,   2.627, 28,  0,   1.036,  12.033,   3.342,   0.176,   1.239,   0.344,  65.000, 134.000, 210.000,   0.000,   0.000,    6,   0.000
15:11:17:606, 114241649900451,   11.235,    0.000, 1600,   1.480,  14.078,   3.911,   0.986,   9.521,   2.645, 28,  0,   1.040,  12.100,   3.361,   0.148,   1.249,   0.347,  65.000, 134.000, 210.000,   0.000,   0.000,    2,   0.000
15:11:17:671, 114241855943977,   11.299,    0.000,  800,   0.612,  14.118,   3.922,   0.376,   9.545,   2.652, 28,  0,   1.041,  12.167,   3.380,   0.028,   1.250,   0.347,  65.000, 134.000, 210.000,   0.000,   0.000,    4,   0.000
15:11:17:736, 114242061954899,   11.364,    1.000, 3500,   0.728,  14.165,   3.935,   0.481,   9.577,   2.660, 28,  0,   1.051,  12.235,   3.398,   0.027,   1.252,   0.348,  65.000, 134.000, 210.000,   0.000,   0.000,   75,   0.000
15:11:17:800, 114242268689839,   11.428,    0.000, 2000,   0.828,  14.218,   3.950,   0.610,   9.616,   2.671, 28,  0,   1.043,  12.302,   3.417,   0.022,   1.254,   0.348,  65.000, 134.000, 210.000,   0.000,   0.000,    1,   0.000
15:11:17:865, 114242474030911,   11.493,    0.000,  800,   0.713,  14.264,   3.962,   0.477,   9.647,   2.680, 28,  0,   1.060,  12.370,   3.436,   0.025,   1.255,   0.349,  65.000, 134.000, 210.000,   0.000,   0.000,    9,   0.000
15:11:17:929, 114242677853028,   11.557,    0.000, 3100,   1.241,  14.343,   3.984,   1.005,   9.711,   2.697, 28,  0,   1.039,  12.437,   3.455,   0.044,   1.258,   0.349,  65.000, 134.000, 210.000,   0.000,   0.000,  135,   0.000
15:11:17:993, 114242884823775,   11.622,    0.000, 1900,   0.755,  14.392,   3.998,   0.527,   9.745,   2.707, 28,  0,   1.048,  12.505,   3.473,   0.016,   1.259,   0.350,  65.000, 134.000, 210.000,   0.000,   0.000,    1,   0.000
15:11:18:059, 114243092859373,   11.687,    3.000,  800,   1.178,  14.469,   4.019,   0.753,   9.794,   2.721, 28,  0,   1.183,  12.582,   3.495,   0.178,   1.271,   0.353,  65.000, 134.000, 210.000,   0.000,   0.000,   41,   5.109
15:11:18:139, 114243349819504,   11.767,    3.000,  800,   0.922,  14.543,   4.040,   0.539,   9.838,   2.733, 28,  0,   1.171,  12.676,   3.521,   0.097,   1.278,   0.355,  65.000, 134.000, 210.000,   0.000,   0.000,   39,   1.629
15:11:18:220, 114243607160132,   11.848,    1.000, 1500,   1.201,  14.640,   4.067,   0.867,   9.907,   2.752, 28,  0,   1.089,  12.764,   3.545,   0.072,   1.284,   0.357,  65.000, 134.000, 210.000,   0.000,   0.000,    2,   0.000
15:11:18:273, 114243778191240,   11.901,    3.000,  800,   0.599,  14.672,   4.076,   0.382,   9.928,   2.758, 28,  0,   1.045,  12.820,   3.561,   0.016,   1.285,   0.357,  65.000, 134.000, 210.000,   0.000,   0.000,   50,   0.000
15:11:18:356, 114244041092402,   11.984,    0.000, 1900,   1.572,  14.802,   4.112,   0.990,  10.009,   2.780, 28,  0,   1.032,  12.905,   3.585,   0.219,   1.303,   0.362,  65.000, 134.000, 210.000,   0.000,   0.000,   92,   0.000
15:11:18:408, 114244207367666,   12.036,    1.000,  900,   1.301,  14.870,   4.130,   0.770,  10.049,   2.792, 28,  0,   1.025,  12.958,   3.599,   0.162,   1.311,   0.364,  65.000, 134.000, 210.000,   0.000,   0.000,    4,   0.000
15:11:18:471, 114244410688285,   12.100,    1.000,  900,   1.309,  14.953,   4.154,   0.765,  10.098,   2.805, 28,  0,   1.046,  13.025,   3.618,   0.172,   1.322,   0.367,  65.000, 134.000, 210.000,   0.000,   0.000,    8,   0.000
15:11:18:536, 114244616229362,   12.164,    0.000, 1300,   1.667,  15.060,   4.183,   1.133,  10.171,   2.825, 28,  0,   1.020,  13.090,   3.636,   0.173,   1.334,   0.370,  65.000, 134.000, 210.000,   0.000,   0.000,    2,   0.000
15:11:18:600, 114244822669832,   12.229,    3.000,  800,   1.219,  15.139,   4.205,   0.758,  10.220,   2.839, 28,  0,   1.099,  13.162,   3.656,   0.185,   1.346,   0.374,  65.000, 134.000, 210.000,   0.000,   0.000,   41,   3.081
15:11:18:681, 114245079864078,   12.309,    2.000,  800,   1.064,  15.225,   4.229,   0.688,  10.276,   2.854, 28,  0,   1.096,  13.250,   3.681,   0.061,   1.350,   0.375,  65.000, 134.000, 210.000,   0.000,   0.000,   23,   0.000
15:11:18:753, 114245309471687,   12.381,    3.000,  800,   0.866,  15.287,   4.246,   0.553,  10.315,   2.865, 28,  0,   1.051,  13.326,   3.702,   0.062,   1.355,   0.376,  65.000, 134.000, 210.000,   0.000,   0.000,   32,   0.000
15:11:18:832, 114245562485575,   12.460,    1.000,  800,   1.389,  15.397,   4.277,   0.822,  10.380,   2.883, 28,  0,   1.033,  13.407,   3.724,   0.203,   1.371,   0.381,  65.000, 134.000, 210.000,   0.000,   0.000,    9,   0.000
15:11:18:891, 114245749615349,   12.519,    2.000,  900,   1.274,  15.472,   4.298,   0.741,  10.424,   2.896, 28,  0,   1.016,  13.467,   3.741,   0.174,   1.381,   0.384,  65.000, 134.000, 210.000,   0.000,   0.000,   33,   0.000
15:11:18:975, 114246018215310,   12.603,    0.000,  900,   1.398,  15.590,   4.330,   0.829,  10.494,   2.915, 28,  0,   1.037,  13.554,   3.765,   0.189,   1.397,   0.388,  65.000, 134.000, 210.000,   0.000,   0.000,    5,   0.000
15:11:19:031, 114246197283270,   12.659,    1.000,  900,   1.285,  15.662,   4.350,   0.744,  10.535,   2.927, 28,  0,   1.039,  13.613,   3.781,   0.172,   1.407,   0.391,  65.000, 134.000, 210.000,   0.000,   0.000,   17,   0.000
15:11:19:095, 114246401970292,   12.723,    1.000, 1900,   2.178,  15.801,   4.389,   1.610,  10.639,   2.955, 28,  0,   1.101,  13.683,   3.801,   0.223,   1.421,   0.395,  65.000, 134.000, 210.000,   0.000,   0.000,   20,   3.824
15:11:19:162, 114246615678901,   12.790,    3.000,  800,   0.985,  15.867,   4.408,   0.602,  10.679,   2.966, 28,  0,   1.190,  13.763,   3.823,   0.117,   1.429,   0.397,  65.000, 134.000, 210.000,   0.000,   0.000,   45,   1.691
15:11:19:243, 114246874131820,   12.871,    1.000, 1500,   1.433,  15.983,   4.440,   0.987,  10.759,   2.989, 28,  0,   1.148,  13.856,   3.849,   0.139,   1.440,   0.400,  65.000, 134.000, 210.000,   0.000,   0.000,   13,   1.922
15:11:19:307, 114247077940073,   12.935,    1.000,  900,   1.335,  16.069,   4.464,   0.794,  10.810,   3.003, 28,  0,   1.044,  13.922,   3.867,   0.177,   1.451,   0.403,  65.000, 134.000, 210.000,   0.000,   0.000,    8,   0.000
15:11:19:370, 114247280293834,   12.999,    1.000,  900,   1.287,  16.150,   4.486,   0.736,  10.856,   3.016, 28,  0,   1.023,  13.987,   3.885,   0.172,   1.462,   0.406,  65.000, 134.000, 210.000,   0.000,   0.000,   16,   0.000
15:11:19:439, 114247498869827,   13.067,    0.000, 1300,   1.812,  16.274,   4.521,   1.241,  10.941,   3.039, 28,  0,   1.032,  14.058,   3.905,   0.191,   1.475,   0.410,  65.000, 134.000, 210.000,   0.000,   0.000,    2,   0.000
15:11:19:503, 114247702299118,   13.131,    1.000,  900,   1.247,  16.354,   4.543,   0.721,  10.987,   3.052, 28,  0,   1.014,  14.123,   3.923,   0.165,   1.486,   0.413,  65.000, 134.000, 210.000,   0.000,   0.000,    9,   0.000
15:11:19:573, 114247927781299,   13.201,    1.000,  800,   1.234,  16.441,   4.567,   0.703,  11.037,   3.066, 28,  0,   1.039,  14.196,   3.943,   0.162,   1.497,   0.416,  65.000, 134.000, 210.000,   0.000,   0.000,   14,   0.000
15:11:19:638, 114248133252340,   13.266,    2.000,  800,   0.792,  16.492,   4.581,   0.490,  11.068,   3.075, 28,  0,   1.066,  14.265,   3.962,   0.058,   1.501,   0.417,  65.000, 134.000, 210.000,   0.000,   0.000,   25,   0.000
15:11:19:708, 114248357444258,   13.336,    3.000,  800,   1.137,  16.572,   4.603,   0.709,  11.118,   3.088, 28,  0,   1.115,  14.343,   3.984,   0.162,   1.512,   0.420,  65.000, 134.000, 210.000,   0.000,   0.000,   32,   3.473
15:11:19:778, 114248580450905,   13.406,    1.000, 3500,   1.179,  16.654,   4.626,   0.873,  11.179,   3.105, 28,  0,   1.096,  14.420,   4.005,   0.038,   1.515,   0.421,  65.000, 134.000, 210.000,   0.000,   0.000,   77,   0.000
15:11:19:845, 114248794286526,   13.473,    0.000,  900,   1.413,  16.749,   4.652,   0.859,  11.237,   3.121, 28,  0,   1.030,  14.489,   4.025,   0.183,   1.527,   0.424,  65.000, 134.000, 210.000,   0.000,   0.000,    7,   0.000
15:11:19:909, 114248999520565,   13.537,    0.000, 1900,   1.699,  16.858,   4.683,   1.198,  11.314,   3.143, 28,  0,   1.032,  14.555,   4.043,   0.158,   1.537,   0.427,  65.000, 134.000, 210.000,   0.000,   0.000,    1,   0.000
15:11:19:973, 114249205275734,   13.602,    1.000,  900,   0.655,  16.900,   4.695,   0.429,  11.341,   3.150, 28,  0,   1.049,  14.623,   4.062,   0.024,   1.539,   0.427,  65.000, 134.000, 210.000,   0.000,   0.000,   17,   0.000
15:11:20:048, 114249444500483,   13.677,    2.000,  900,   0.942,  16.971,   4.714,   0.575,  11.385,   3.162, 28,  0,   1.105,  14.705,   4.085,   0.126,   1.548,   0.430,  65.000, 134.000, 210.000,   0.000,   0.000,   19,   3.312
15:11:20:113, 114249649104686,   13.741,    0.000, 2500,   1.030,  17.037,   4.732,   0.715,  11.430,   3.175, 28,  0,   1.120,  14.777,   4.105,   0.044,   1.551,   0.431,  65.000, 134.000, 210.000,   0.000,   0.000,    5,   0.486
15:11:20:177, 114249855977319,   13.805,    2.000, 1000,   1.147,  17.111,   4.753,   0.800,  11.482,   3.189, 28,  0,   1.137,  14.851,   4.125,   0.120,   1.559,   0.433,  65.000, 134.000, 210.000,   0.000,   0.000,   22,   3.909
15:11:20:246, 114250076733732,   13.875,    0.000, 2000,   0.892,  17.173,   4.770,   0.612,  11.525,   3.201, 28,  0,   1.117,  14.928,   4.147,   0.029,   1.561,   0.434,  65.000, 134.000, 210.000,   0.000,   0.000,    4,   0.280
15:11:20:313, 114250289198800,   13.941,    2.000,  800,   0.911,  17.234,   4.787,   0.563,  11.562,   3.212, 28,  0,   1.134,  15.004,   4.168,   0.094,   1.567,   0.435,  65.000, 134.000, 210.000,   0.000,   0.000,   34,   1.943
15:11:20:393, 114250544580410,   14.021,    2.000,  800,   0.895,  17.305,   4.807,   0.583,  11.609,   3.225, 28,  0,   1.056,  15.088,   4.191,   0.069,   1.573,   0.437,  65.000, 134.000, 210.000,   0.000,   0.000,   18,   0.000
15:11:20:460, 114250760007104,   14.089,    0.000,  800,   0.821,  17.361,   4.822,   0.524,  11.644,   3.234, 28,  0,   1.056,  15.159,   4.211,   0.056,   1.576,   0.438,  65.000, 134.000, 210.000,   0.000,   0.000,    4,   0.000
15:11:20:516, 114250938416810,   14.145,    1.000,  800,   0.558,  17.392,   4.831,   0.320,  11.662,   3.239, 28,  0,   1.040,  15.217,   4.227,   0.034,   1.578,   0.438,  65.000, 134.000, 210.000,   0.000,   0.000,   16,   0.000
15:11:20:594, 114251186525553,   14.222,    1.000,  800,   0.684,  17.445,   4.846,   0.427,  11.695,   3.249, 28,  0,   1.037,  15.298,   4.249,   0.042,   1.582,   0.439,  65.000, 134.000, 210.000,   0.000,   0.000,    8,   0.000
15:11:20:657, 114251388510586,   14.286,    0.000, 1300,   2.343,  17.593,   4.887,   1.621,  11.798,   3.277, 28,  0,   1.035,  15.364,   4.268,   0.221,   1.596,   0.443,  65.000, 134.000, 210.000,   0.000,   0.000,    2,   0.000
15:11:20:722, 114251593799653,   14.350,    2.000,  900,   1.338,  17.679,   4.911,   0.706,  11.843,   3.290, 28,  0,   1.045,  15.431,   4.286,   0.141,   1.605,   0.446,  65.000, 134.000, 210.000,   0.000,   0.000,   28,   0.000
15:11:20:803, 114251851772970,   14.431,    1.000,  900,   1.064,  17.765,   4.935,   0.730,  11.902,   3.306, 28,  0,   1.081,  15.518,   4.311,   0.069,   1.610,   0.447,  65.000, 134.000, 210.000,   0.000,   0.000,    4,   0.000
15:11:20:866, 114252054894040,   14.494,    3.000,  800,   0.860,  17.820,   4.950,   0.460,  11.931,   3.314, 28,  0,   1.169,  15.592,   4.331,   0.110,   1.617,   0.449,  65.000, 134.000, 210.000,   0.000,   0.000,   54,   1.448
15:11:20:963, 114252364163885,   14.591,    0.000, 1100,   1.577,  17.973,   4.992,   0.978,  12.026,   3.341, 27,  0,   1.026,  15.692,   4.359,   0.233,   1.640,   0.456,  65.000, 134.000, 210.000,   0.000,   0.000,    2,   0.000
15:11:21:030, 114252577369288,   14.658,    1.000,  900,   1.239,  18.056,   5.015,   0.699,  12.073,   3.354, 28,  0,   1.029,  15.761,   4.378,   0.164,   1.651,   0.459,  65.000, 134.000, 210.000,   0.000,   0.000,    6,   0.007
15:11:21:097, 114252791226256,   14.725,    1.000,  800,   0.957,  18.120,   5.033,   0.510,  12.107,   3.363, 28,  0,   1.178,  15.840,   4.400,   0.142,   1.660,   0.461,  65.000, 134.000, 210.000,   0.000,   0.000,   29,   1.369
15:11:21:161, 114252996971376,   14.789,    0.000, 2600,   1.605,  18.223,   5.062,   1.243,  12.187,   3.385, 28,  0,   1.122,  15.912,   4.420,   0.119,   1.668,   0.463,  65.000, 134.000, 210.000,   0.000,   0.000,   21,   4.080
15:11:21:214, 114253165870748,   14.842,    1.000, 1100,   0.855,  18.268,   5.075,   0.535,  12.215,   3.393, 28,  0,   1.141,  15.972,   4.437,   0.058,   1.671,   0.464,  65.000, 134.000, 210.000,   0.000,   0.000,   10,   0.658
15:11:21:279, 114253371592111,   14.907,    1.000, 3500,   0.819,  18.321,   5.089,   0.557,  12.251,   3.403, 28,  0,   1.065,  16.041,   4.456,   0.027,   1.673,   0.465,  65.000, 134.000, 210.000,   0.000,   0.000,   77,   0.000
15:11:21:331, 114253537828410,   14.959,    0.000, 2600,   0.953,  18.371,   5.103,   0.730,  12.289,   3.414, 28,  0,   1.043,  16.095,   4.471,   0.027,   1.674,   0.465,  65.000, 134.000, 210.000,   0.000,   0.000,    1,   0.000
15:11:21:396, 114253746255580,   15.024,    1.000, 1100,   1.126,  18.444,   5.123,   0.690,  12.334,   3.426, 28,  0,   1.170,  16.172,   4.492,   0.101,   1.681,   0.467,  65.000, 134.000, 210.000,   0.000,   0.000,    8,   1.259
15:11:21:461, 114253952269243,   15.089,    0.000, 2300,   1.088,  18.515,   5.143,   0.680,  12.378,   3.438, 28,  0,   1.058,  16.240,   4.511,   0.018,   1.682,   0.467,  65.000, 134.000, 210.000,   0.000,   0.000,   76,   0.000
15:11:21:525, 114254158588947,   15.153,    2.000,  800,   0.725,  18.562,   5.156,   0.493,  12.410,   3.447, 28,  0,   1.051,  16.308,   4.530,   0.012,   1.683,   0.467,  65.000, 134.000, 210.000,   0.000,   0.000,   25,   0.000
15:11:21:622, 114254468710433,   15.251,    0.000, 1300,   1.045,  18.663,   5.184,   0.700,  12.478,   3.466, 28,  0,   1.043,  16.409,   4.558,   0.090,   1.692,   0.470,  65.000, 134.000, 210.000,   0.000,   0.000,    2,   0.000
15:11:21:690, 114254685792818,   15.319,    0.000,  800,   0.495,  18.697,   5.194,   0.290,  12.498,   3.472, 28,  0,   1.028,  16.479,   4.578,   0.014,   1.693,   0.470,  65.000, 134.000, 210.000,   0.000,   0.000,    8,   0.000
15:11:21:747, 114254865645941,   15.375,    0.000, 3200,   1.049,  18.756,   5.210,   0.798,  12.543,   3.484, 28,  0,   1.042,  16.538,   4.594,   0.039,   1.695,   0.471,  65.000, 134.000, 210.000,   0.000,   0.000,   79,   0.000
15:11:21:799, 114255030990070,   15.427,    2.000,  900,   1.573,  18.837,   5.233,   1.033,  12.596,   3.499, 28,  0,   1.032,  16.591,   4.609,   0.189,   1.705,   0.473,  65.000, 134.000, 210.000,   0.000,   0.000,   10,   0.000
15:11:21:862, 114255235664265,   15.491,    2.000,  900,   1.335,  18.923,   5.256,   0.777,  12.646,   3.513, 28,  0,   1.052,  16.659,   4.627,   0.175,   1.716,   0.477,  65.000, 134.000, 210.000,   0.000,   0.000,   17,   0.000
15:11:21:927, 114255440472432,   15.555,    3.000,  800,   0.887,  18.980,   5.272,   0.558,  12.682,   3.523, 28,  0,   1.096,  16.729,   4.647,   0.081,   1.721,   0.478,  65.000, 134.000, 210.000,   0.000,   0.000,   46,   1.628
15:11:22:007, 114255697138365,   15.635,    0.000, 1600,   1.146,  19.072,   5.298,   0.783,  12.745,   3.540, 28,  0,   1.088,  16.817,   4.671,   0.082,   1.728,   0.480,  65.000, 134.000, 210.000,   0.000,   0.000,    2,   0.000
15:11:22:061, 114255868181200,   15.689,    2.000,  900,   1.418,  19.148,   5.319,   0.882,  12.792,   3.553, 28,  0,   1.186,  16.880,   4.689,   0.221,   1.739,   0.483,  65.000, 134.000, 210.000,   0.000,   0.000,   28,   0.275
15:11:22:125, 114256073114326,   15.753,    3.000,  900,   1.406,  19.238,   5.344,   0.800,  12.844,   3.568, 28,  0,   1.084,  16.950,   4.708,   0.243,   1.755,   0.488,  65.000, 134.000, 210.000,   0.000,   0.000,   40,   3.606
15:11:22:205, 114256328840733,   15.833,    2.000,  900,   1.435,  19.353,   5.376,   0.878,  12.914,   3.587, 28,  0,   1.089,  17.037,   4.732,   0.188,   1.770,   0.492,  65.000, 134.000, 210.000,   0.000,   0.000,   26,   0.403
15:11:22:276, 114256555635703,   15.904,    2.000,  900,   1.445,  19.456,   5.404,   0.879,  12.977,   3.605, 28,  0,   1.027,  17.110,   4.753,   0.198,   1.784,   0.496,  65.000, 134.000, 210.000,   0.000,   0.000,   25,   0.000
15:11:22:349, 114256787162719,   15.977,    0.000,  900,   1.435,  19.560,   5.433,   0.863,  13.039,   3.622, 28,  0,   1.048,  17.186,   4.774,   0.194,   1.798,   0.499,  65.000, 134.000, 210.000,   0.000,   0.000,    5,   0.000
15:11:22:412, 114256989446014,   16.040,    1.000,  800,   1.266,  19.640,   5.456,   0.733,  13.086,   3.635, 28,  0,   1.025,  17.251,   4.792,   0.169,   1.809,   0.502,  65.000, 134.000, 210.000,   0.000,   0.000,   16,   0.000
15:11:22:476, 114257193381718,   16.104,    0.000, 1900,   2.285,  19.786,   5.496,   1.718,  13.195,   3.665, 28,  0,   1.049,  17.318,   4.811,   0.193,   1.821,   0.506,  65.000, 134.000, 210.000,   0.000,   0.000,  146,   0.000
15:11:22:528, 114257360739982,   16.157,    3.000,  900,   1.433,  19.861,   5.517,   0.863,  13.240,   3.678, 28,  0,   1.095,  17.375,   4.827,   0.211,   1.832,   0.509,  65.000, 134.000, 210.000,   0.000,   0.000,   32,   1.141
15:11:22:613, 114257630247412,   16.241,    1.000, 1400,   1.846,  20.017,   5.560,   1.206,  13.342,   3.706, 28,  0,   1.047,  17.464,   4.851,   0.218,   1.851,   0.514,  65.000, 134.000, 210.000,   0.000,   0.000,    2,   0.000
15:11:22:676, 114257832531705,   16.304,    2.000,  900,   1.450,  20.109,   5.586,   0.741,  13.389,   3.719, 28,  0,   1.023,  17.529,   4.869,   0.166,   1.861,   0.517,  65.000, 134.000, 210.000,   0.000,   0.000,   33,   0.000
15:11:22:752, 114258074297952,   16.380,    2.000,  900,   1.422,  20.217,   5.616,   0.843,  13.453,   3.737, 28,  0,   1.034,  17.607,   4.891,   0.205,   1.877,   0.521,  65.000, 134.000, 210.000,   0.000,   0.000,   33,   0.000
15:11:22:832, 114258328814933,   16.460,    2.000,  900,   1.555,  20.341,   5.650,   0.976,  13.531,   3.759, 28,  0,   1.046,  17.690,   4.914,   0.203,   1.893,   0.526,  65.000, 134.000, 210.000,   0.000,   0.000,   24,   0.000
15:11:22:912, 114258584987563,   16.540,    2.000,  900,   1.375,  20.451,   5.681,   0.819,  13.597,   3.777, 28,  0,   1.024,  17.773,   4.937,   0.189,   1.908,   0.530,  65.000, 134.000, 210.000,   0.000,   0.000,   25,   0.000
15:11:22:996, 114258854069327,   16.624,    2.000,  900,   1.390,  20.568,   5.713,   0.831,  13.667,   3.796, 28,  0,   1.026,  17.859,   4.961,   0.193,   1.924,   0.535,  65.000, 134.000, 210.000,   0.000,   0.000,   28,   0.000
15:11:23:071, 114259093691183,   16.699,    1.000, 1200,   1.650,  20.692,   5.748,   1.050,  13.745,   3.818, 28,  0,   1.080,  17.940,   4.983,   0.235,   1.942,   0.539,  65.000, 134.000, 210.000,   0.000,   0.000,   22,   1.824
15:11:23:145, 114259328476107,   16.773,    3.000,  900,   1.510,  20.803,   5.779,   0.895,  13.811,   3.836, 28,  0,   1.122,  18.023,   5.006,   0.231,   1.959,   0.544,  65.000, 134.000, 210.000,   0.000,   0.000,   44,   3.018
15:11:23:224, 114259582321420,   16.853,    1.000, 1200,   1.772,  20.944,   5.818,   1.142,  13.902,   3.862, 28,  0,   1.106,  18.111,   5.031,   0.262,   1.980,   0.550,  65.000, 134.000, 210.000,   0.000,   0.000,   25,   4.005
15:11:23:288, 114259786477664,   16.916,    1.000,  900,   1.304,  21.028,   5.841,   0.768,  13.951,   3.875, 28,  0,   1.063,  18.179,   5.050,   0.166,   1.990,   0.553,  65.000, 134.000, 210.000,   0.000,   0.000,   15,   0.000
15:11:23:365, 114260030188983,   16.993,    0.000, 1900,   1.622,  21.151,   5.875,   1.082,  14.034,   3.898, 28,  0,   1.060,  18.259,   5.072,   0.174,   2.004,   0.557,  65.000, 134.000, 210.000,   0.000,   0.000,    2,   0.000
15:11:23:430, 114260238926305,   17.058,    0.000,  900,   0.655,  21.194,   5.887,   0.430,  14.062,   3.906, 28,  0,   1.045,  18.328,   5.091,   0.013,   2.004,   0.557,  65.000, 134.000, 210.000,   0.000,   0.000,    9,   0.000
15:11:23:495, 114260444987392,   17.123,    0.000, 3400,   1.473,  21.289,   5.914,   1.211,  14.140,   3.928, 28,  0,   1.057,  18.396,   5.110,   0.043,   2.007,   0.558,  65.000, 134.000, 210.000,   0.000,   0.000,   78,   0.000
15:11:23:559, 114260652431636,   17.188,    2.000,  800,   0.973,  21.353,   5.931,   0.744,  14.189,   3.941, 28,  0,   1.065,  18.465,   5.129,   0.025,   2.009,   0.558,  65.000, 134.000, 210.000,   0.000,   0.000,   13,   0.000
15:11:23:644, 114260920683876,   17.272,    0.000, 2900,   1.785,  21.503,   5.973,   1.368,  14.304,   3.973, 27,  0,   1.135,  18.561,   5.156,   0.131,   2.020,   0.561,  65.000, 134.000, 210.000,   0.000,   0.000,   12,   1.971
15:11:23:696, 114261089027221,   17.325,    0.000, 1100,   0.811,  21.545,   5.985,   0.579,  14.334,   3.982, 28,  0,   1.047,  18.616,   5.171,   0.030,   2.022,   0.562,  65.000, 134.000, 210.000,   0.000,   0.000,    2,   0.000
15:11:23:762, 114261297605930,   17.390,    1.000,  800,   0.705,  21.591,   5.998,   0.466,  14.365,   3.990, 28,  0,   1.062,  18.685,   5.190,   0.022,   2.023,   0.562,  65.000, 134.000, 210.000,   0.000,   0.000,   14,   0.000
15:11:23:827, 114261504943743,   17.455,    0.000, 2800,   1.293,  21.675,   6.021,   1.023,  14.431,   4.009, 28,  0,   1.051,  18.754,   5.209,   0.053,   2.026,   0.563,  65.000, 134.000, 210.000,   0.000,   0.000,  141,   0.000
