run_id,mode,idle_avg_power_W,energy_J,avg_power_W,duration_s,net_energy_J,net_avg_power_W,H_before_A2B_bits,H_after_A2B_bits,delta_H_A2B_bits,H_before_B2A_bits,H_after_B2A_bits,delta_H_B2A_bits,order_effect_bits,summary_file,powerlog_file,power_col_used,time_col_used
001,A2B,0.9365642105263158,158.94178200000005,30.726554054054056,5.247,154.02762958736847,29.78998984352774,3.3861701,1.8957355,-1.4904346,,,,,logs\summary_001_A2B.csv,logs\run_001_A2B.csv,Processor Power_0(Watt),Elapsed Time (sec)
001,B2A,0.9365642105263158,162.12486,30.17194736842105,5.448,157.02245818105266,29.235383157894734,,,,3.3861701,3.1843612,-0.20180893,,logs\summary_001_B2A.csv,logs\run_001_B2A.csv,Processor Power_0(Watt),Elapsed Time (sec)
